공종,작업명,기인물,사고건수,작업명전체건수,비중(%)
2. 철근콘크리트공사,2.2 갱폼 작업,고정식크레인,3,26,11.5
2. 철근콘크리트공사,2.2 갱폼 작업,비계,2,26,7.7
2. 철근콘크리트공사,2.2 갱폼 작업,작업발판/가설계단,2,26,7.7
2. 철근콘크리트공사,2.2 갱폼 작업,동바리,1,26,3.8
2. 철근콘크리트공사,2.2 갱폼 작업,용접(단)기,1,26,3.8
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",지게차,6,25,24.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",트럭,6,25,24.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",이동식크레인,5,25,20.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",굴착기,3,25,12.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",교통수단,2,25,8.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",기타구조물,1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)","기타자재(내부마감재,시멘트,마대)",1,25,4.0
12. 공통공사,"12.6 위험기계기구 작업(장비수리, 이동 등)",엘리베이터피트,1,25,4.0
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,로울러,6,23,26.1
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,트럭,6,23,26.1
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,굴착기,3,23,13.0
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,기타건설장비,3,23,13.0
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,기타구조물,2,23,8.7
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,교통수단,1,23,4.3
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,기타가설구조물,1,23,4.3
7. 도로 및 포장공사,7.2 포설 및 다짐 작업,이동식크레인,1,23,4.3
12. 공통공사,12.3 가설전기 작업,충전부,3,12,25.0
12. 공통공사,12.3 가설전기 작업,용접(단)기,2,12,16.7
12. 공통공사,12.3 가설전기 작업,고소작업대,1,12,8.3
12. 공통공사,12.3 가설전기 작업,굴착기,1,12,8.3
12. 공통공사,12.3 가설전기 작업,물,1,12,8.3
12. 공통공사,12.3 가설전기 작업,사다리,1,12,8.3
12. 공통공사,12.3 가설전기 작업,작업발판/가설계단,1,12,8.3
12. 공통공사,12.3 가설전기 작업,전주,1,12,8.3
12. 공통공사,12.3 가설전기 작업,천장(판넬 등 마감재),1,12,8.3
10. 하천 및 항만공사,"10.2 수중, 해상공사",물,6,11,54.5
1. 토공사,1.4 되메움 작업,트럭,4,11,36.4
1. 토공사,1.4 되메움 작업,굴착기,2,11,18.2
1. 토공사,1.4 되메움 작업,철골(철골자재),2,11,18.2
1. 토공사,1.4 되메움 작업,분류불능,1,11,9.1
1. 토공사,1.4 되메움 작업,암석,1,11,9.1
1. 토공사,1.4 되메움 작업,토사,1,11,9.1
10. 하천 및 항만공사,"10.2 수중, 해상공사",굴착기,1,11,9.1
10. 하천 및 항만공사,"10.2 수중, 해상공사",기타건설장비,1,11,9.1
10. 하천 및 항만공사,"10.2 수중, 해상공사",용접(단)기,1,11,9.1
10. 하천 및 항만공사,"10.2 수중, 해상공사",이동식크레인,1,11,9.1
10. 하천 및 항만공사,"10.2 수중, 해상공사",절단기/톱,1,11,9.1
11. 기타 토목공사,11.2 가설도로 작업,수목,4,7,57.1
9. 터널공사,9.2 터널 굴착 작업,암석,4,7,57.1
11. 기타 토목공사,11.3 지장물 조사 및 이설 작업,굴착기,3,7,42.9
11. 기타 토목공사,11.3 지장물 조사 및 이설 작업,전주,2,7,28.6
11. 기타 토목공사,11.2 가설도로 작업,로울러,1,7,14.3
11. 기타 토목공사,11.2 가설도로 작업,토사,1,7,14.3
11. 기타 토목공사,11.2 가설도로 작업,트럭,1,7,14.3
11. 기타 토목공사,11.3 지장물 조사 및 이설 작업,충전부,1,7,14.3
11. 기타 토목공사,11.3 지장물 조사 및 이설 작업,화학물질,1,7,14.3
8. 교량공사,8.2 강교 설치 작업,개구부(기타개구부),1,7,14.3
8. 교량공사,8.2 강교 설치 작업,거푸집,1,7,14.3
8. 교량공사,8.2 강교 설치 작업,교통수단,1,7,14.3
8. 교량공사,8.2 강교 설치 작업,기타건설장비,1,7,14.3
8. 교량공사,8.2 강교 설치 작업,비계,1,7,14.3
8. 교량공사,8.2 강교 설치 작업,작업발판/가설계단,1,7,14.3
8. 교량공사,8.2 강교 설치 작업,"철근콘크리트자재(철근,콘크리트,PC)",1,7,14.3
9. 터널공사,9.2 터널 굴착 작업,기타건설장비,1,7,14.3
9. 터널공사,9.2 터널 굴착 작업,작업발판/가설계단,1,7,14.3
9. 터널공사,9.2 터널 굴착 작업,토사,1,7,14.3
10. 하천 및 항만공사,10.1 준설매립,슬라브단부,1,4,25.0
10. 하천 및 항만공사,10.1 준설매립,원인미상,1,4,25.0
10. 하천 및 항만공사,10.1 준설매립,트럭,1,4,25.0
10. 하천 및 항만공사,10.1 준설매립,화학물질,1,4,25.0
9. 터널공사,9.3 터널 보강 작업,고소작업대,1,4,25.0
9. 터널공사,9.3 터널 보강 작업,암석,1,4,25.0
9. 터널공사,9.3 터널 보강 작업,이동식비계,1,4,25.0
9. 터널공사,9.3 터널 보강 작업,"철근콘크리트자재(철근,콘크리트,PC)",1,4,25.0
1. 토공사,1.6 그라우팅작업,기타건설장비,2,2,100.0
12. 공통공사,12.4 가설플랜트 작업,기계설비,1,2,50.0
12. 공통공사,12.4 가설플랜트 작업,기타건설장비,1,2,50.0
8. 교량공사,8.1 슬립폼(슬라이딩폼) 작업,개구부(기타개구부),1,2,50.0
8. 교량공사,8.1 슬립폼(슬라이딩폼) 작업,거푸집,1,2,50.0
9. 터널공사,9.1 라이닝 거푸집 작업,"기타자재(내부마감재,시멘트,마대)",1,2,50.0
9. 터널공사,9.1 라이닝 거푸집 작업,트럭,1,2,50.0
9. 터널공사,9.4 수직구 작업,굴착기,1,2,50.0
9. 터널공사,9.4 수직구 작업,흙막이가시설,1,2,50.0
1. 토공사,1.5 발파 작업,암석,1,1,100.0
11. 기타 토목공사,11.5 특수댐 작업,분류불능,1,1,100.0
8. 교량공사,8.3 PSC 교량 작업,기타구조물,1,1,100.0
8. 교량공사,8.4 특수교량 작업,"각재(파이프,강관,합판)",1,1,100.0
9. 터널공사,9.5 갱구부 작업,기타건설장비,1,1,100.0
9. 터널공사,9.6 특수터널 작업,철골(철골자재),1,1,100.0
