공종,작업명,단위작업명,기인물,사고건수,단위작업명전체건수,비중(%)
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,"지붕(채광판,선라이트)",69,232,29.7
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,"지붕(처마,홈통)",55,232,23.7
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,고소작업대,14,232,6.0
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,사다리,11,232,4.7
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,외부마감재,11,232,4.7
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,천장(판넬 등 마감재),9,232,3.9
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,철골(철골구조물),8,232,3.4
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,슬라브단부,7,232,3.0
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,이동식비계,7,232,3.0
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,개구부(바닥개구부),5,232,2.2
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,이동식크레인,5,232,2.2
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,비계,4,232,1.7
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,작업발판/가설계단,4,232,1.7
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,개구부(기타개구부),3,232,1.3
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,기타구조물,3,232,1.3
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,"각재(파이프,강관,합판)",2,232,0.9
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,"기타자재(내부마감재,시멘트,마대)",2,232,0.9
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,달비계,2,232,0.9
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,벽체,2,232,0.9
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,엘리베이터피트,2,232,0.9
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,철골(철골자재),2,232,0.9
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,굴착기,1,232,0.4
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,기계설비,1,232,0.4
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,분류불능,1,232,0.4
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,"철근콘크리트자재(철근,콘크리트,PC)",1,232,0.4
4. 마감공사,4.8 판넬 등 외부마감 작업,4.8.2 판넬 등 외부마감 시공,충전부,1,232,0.4
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,기계설비,30,176,17.0
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,사다리,18,176,10.2
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,고소작업대,15,176,8.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,이동식비계,15,176,8.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,화학물질,12,176,6.8
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,개구부(바닥개구부),9,176,5.1
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,"지붕(채광판,선라이트)",9,176,5.1
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,작업발판/가설계단,8,176,4.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,기타구조물,7,176,4.0
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,"기타자재(내부마감재,시멘트,마대)",6,176,3.4
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,배관,6,176,3.4
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,리프트,4,176,2.3
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,"지붕(처마,홈통)",4,176,2.3
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,천장(판넬 등 마감재),4,176,2.3
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,개구부(기타개구부),3,176,1.7
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,달비계,2,176,1.1
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,물,2,176,1.1
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,이동식크레인,2,176,1.1
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,지게차,2,176,1.1
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,철골(철골구조물),2,176,1.1
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,충전부,2,176,1.1
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,"각재(파이프,강관,합판)",1,176,0.6
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,계단,1,176,0.6
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,고정식크레인,1,176,0.6
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,기타가설구조물,1,176,0.6
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,말비계,1,176,0.6
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,바닥(바닥에 걸려 넘어짐),1,176,0.6
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,분류불능,1,176,0.6
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,슬라브단부,1,176,0.6
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,암석,1,176,0.6
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,엘리베이터피트,1,176,0.6
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,용접(단)기,1,176,0.6
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,원인미상,1,176,0.6
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,절단기/톱,1,176,0.6
"5. 전기, 기계설비공사",5.2 기계설비 작업,5.2.2 기계설비 설치,철골(철골자재),1,176,0.6
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",철골(철골구조물),62,129,48.1
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",철골(철골자재),19,129,14.7
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",고소작업대,15,129,11.6
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",개구부(기타개구부),4,129,3.1
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",사다리,4,129,3.1
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립","지붕(처마,홈통)",4,129,3.1
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립","각재(파이프,강관,합판)",3,129,2.3
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",계단,3,129,2.3
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",이동식비계,3,129,2.3
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",개구부(바닥개구부),2,129,1.6
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",이동식크레인,2,129,1.6
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",기타건설장비,1,129,0.8
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",바닥(바닥에 걸려 넘어짐),1,129,0.8
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",벽체,1,129,0.8
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",비계(일체형비계),1,129,0.8
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",외부마감재,1,129,0.8
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",작업발판/가설계단,1,129,0.8
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",전주,1,129,0.8
3. 철골공사,3.1 철골 작업,"3.1.2 철골 부재 인양, 조립",천장(판넬 등 마감재),1,129,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",분류불능,17,126,13.5
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",화학물질,10,126,7.9
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",트럭,9,126,7.1
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",기계설비,8,126,6.3
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)","기타자재(내부마감재,시멘트,마대)",8,126,6.3
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",개구부(기타개구부),7,126,5.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",슬라브단부,7,126,5.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",교통수단,6,126,4.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",사다리,6,126,4.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",개구부(바닥개구부),5,126,4.0
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",충전부,5,126,4.0
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",굴착기,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",기타건설장비,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",기타구조물,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",비계,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)","각재(파이프,강관,합판)",2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",계단,2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",고소작업대,2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",물,2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",암석,2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",지게차,2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)","지붕(처마,홈통)",2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",철골(철골구조물),2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",거푸집,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",기타가설구조물,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",배관,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",수목,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",엘리베이터피트,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",용접(단)기,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",원인미상,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",작업발판/가설계단,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)","철근콘크리트자재(철근,콘크리트,PC)",1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","12.7.1 기타(작업환경, 청소 등)",흙막이가시설,1,126,0.8
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,"지붕(처마,홈통)",20,124,16.1
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,벽체,16,124,12.9
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,슬라브단부,11,124,8.9
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,굴착기,9,124,7.3
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,기타구조물,9,124,7.3
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,"기타자재(내부마감재,시멘트,마대)",8,124,6.5
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,철골(철골구조물),8,124,6.5
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,"지붕(채광판,선라이트)",5,124,4.0
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,개구부(기타개구부),4,124,3.2
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,기계설비,4,124,3.2
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,천장(판넬 등 마감재),4,124,3.2
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,배관,3,124,2.4
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,외부마감재,3,124,2.4
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,이동식크레인,3,124,2.4
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,고소작업대,2,124,1.6
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,전주,2,124,1.6
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,충전부,2,124,1.6
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,화학물질,2,124,1.6
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,"각재(파이프,강관,합판)",1,124,0.8
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,개구부(바닥개구부),1,124,0.8
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,고정식크레인,1,124,0.8
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,바닥(바닥에 걸려 넘어짐),1,124,0.8
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,비계,1,124,0.8
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,사다리,1,124,0.8
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,이동식비계,1,124,0.8
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,작업발판/가설계단,1,124,0.8
12. 공통공사,"12.1 철거, 해체",12.1.1 철거 및 해체,"철근콘크리트자재(철근,콘크리트,PC)",1,124,0.8
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,달비계,51,88,58.0
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,고소작업대,11,88,12.5
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,"지붕(처마,홈통)",6,88,6.8
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,사다리,4,88,4.5
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,슬라브단부,3,88,3.4
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,이동식비계,3,88,3.4
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,기타구조물,2,88,2.3
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,작업발판/가설계단,2,88,2.3
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,개구부(기타개구부),1,88,1.1
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,개구부(바닥개구부),1,88,1.1
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,바닥(바닥에 걸려 넘어짐),1,88,1.1
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,비계,1,88,1.1
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,이동식크레인,1,88,1.1
4. 마감공사,4.4 도장작업,4.4.3 실외 도장,철골(철골구조물),1,88,1.1
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,거푸집,24,76,31.6
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,슬라브단부,9,76,11.8
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,비계,8,76,10.5
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,동바리,6,76,7.9
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,작업발판/가설계단,6,76,7.9
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,개구부(기타개구부),5,76,6.6
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,개구부(바닥개구부),3,76,3.9
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,"기타자재(내부마감재,시멘트,마대)",2,76,2.6
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,분류불능,2,76,2.6
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,엘리베이터피트,2,76,2.6
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,계단,1,76,1.3
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,리프트,1,76,1.3
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,바닥(바닥에 걸려 넘어짐),1,76,1.3
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,비계(일체형비계),1,76,1.3
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,사다리,1,76,1.3
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,이동식크레인,1,76,1.3
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,철골(철골구조물),1,76,1.3
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,화학물질,1,76,1.3
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.2 거푸집 동바리 조립,흙막이가시설,1,76,1.3
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,토사,21,73,28.8
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,굴착기,17,73,23.3
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,트럭,6,73,8.2
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,배관,5,73,6.8
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,화학물질,5,73,6.8
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,물,4,73,5.5
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,기타구조물,3,73,4.1
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,"기타자재(내부마감재,시멘트,마대)",2,73,2.7
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,암석,2,73,2.7
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,절단기/톱,2,73,2.7
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,"철근콘크리트자재(철근,콘크리트,PC)",2,73,2.7
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,"각재(파이프,강관,합판)",1,73,1.4
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,교통수단,1,73,1.4
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,바닥(바닥에 걸려 넘어짐),1,73,1.4
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,흙막이가시설,1,73,1.4
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),비계,44,71,62.0
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),"각재(파이프,강관,합판)",6,71,8.5
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),충전부,6,71,8.5
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),작업발판/가설계단,5,71,7.0
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),이동식크레인,4,71,5.6
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),개구부(기타개구부),3,71,4.2
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),거푸집,1,71,1.4
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),슬라브단부,1,71,1.4
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),지게차,1,71,1.4
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,말비계,9,68,13.2
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,비계,7,68,10.3
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,작업발판/가설계단,7,68,10.3
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,이동식비계,6,68,8.8
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,고소작업대,5,68,7.4
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,슬라브단부,5,68,7.4
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,개구부(바닥개구부),3,68,4.4
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,계단,3,68,4.4
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,사다리,3,68,4.4
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,기타구조물,2,68,2.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,리프트,2,68,2.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,벽체,2,68,2.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,"철근콘크리트자재(철근,콘크리트,PC)",2,68,2.9
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,"각재(파이프,강관,합판)",1,68,1.5
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,개구부(기타개구부),1,68,1.5
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,거푸집,1,68,1.5
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,기타건설기계기구,1,68,1.5
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,기타건설장비,1,68,1.5
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,"기타자재(내부마감재,시멘트,마대)",1,68,1.5
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,달비계,1,68,1.5
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,물,1,68,1.5
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,암석,1,68,1.5
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,엘리베이터피트,1,68,1.5
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,"지붕(처마,홈통)",1,68,1.5
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,충전부,1,68,1.5
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공","지붕(처마,홈통)",14,58,24.1
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",슬라브단부,10,58,17.2
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",화학물질,6,58,10.3
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",사다리,5,58,8.6
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",개구부(바닥개구부),3,58,5.2
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",고소작업대,2,58,3.4
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",달비계,2,58,3.4
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",비계,2,58,3.4
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",충전부,2,58,3.4
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공","각재(파이프,강관,합판)",1,58,1.7
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",개구부(기타개구부),1,58,1.7
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",계단,1,58,1.7
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",기타구조물,1,58,1.7
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공","기타자재(내부마감재,시멘트,마대)",1,58,1.7
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",리프트,1,58,1.7
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",방망,1,58,1.7
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",분류불능,1,58,1.7
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",외부마감재,1,58,1.7
