공종,작업명,단위작업명,기인물,재해형태,사고건수,단위작업명전체건수,비중(%),기인물 분류(VlookUp),구분(12대 기인물 = 중점관리대상),위험도 순위 (~12위),3년간 사고비중(19~21년)
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,화학물질,떨어짐,2,73,2.7,화학물질,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,화학물질,유해위험물질 노출 접촉,2,73,2.7,화학물질,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,"각재(파이프,강관,합판)",맞음,1,73,1.4,"각재(파이프,강관,합판)",해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,교통수단,부딪힘 접촉,1,73,1.4,건설기계,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,굴착기,끼임,1,73,1.4,건설기계,12대 기인물,5,4.9%
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,트럭,떨어짐,1,73,1.4,건설기계,12대 기인물,9,3.4%
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,기타구조물,깔림 뒤집힘,1,73,1.4,기타구조물,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,기타구조물,떨어짐,1,73,1.4,기타구조물,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,기타구조물,부딪힘 접촉,1,73,1.4,기타구조물,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,물,떨어짐,1,73,1.4,물,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,물,폭발,1,73,1.4,물,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,바닥(바닥에 걸려 넘어짐),떨어짐,1,73,1.4,바닥(바닥에 걸려 넘어짐),해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,배관,절단 베임 찔림,1,73,1.4,배관,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,배관,폭발,1,73,1.4,배관,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,암석,떨어짐,1,73,1.4,암석,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,암석,무너짐,1,73,1.4,암석,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,절단기/톱,맞음,1,73,1.4,유해위험기계기구,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,절단기/톱,절단 베임 찔림,1,73,1.4,유해위험기계기구,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,화학물질,산소결핍 질식,1,73,1.4,화학물질,해당없음,해당없음,해당없음
11. 기타 토목공사,11.4 맨홀 및 관부설작업,11.4.2 맨홀 및 관 부설,흙막이가시설,떨어짐,1,73,1.4,흙막이가시설,해당없음,해당없음,해당없음
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),비계,떨어짐,43,71,60.6,비계,12대 기인물,4,6.9%
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),충전부,떨어짐,6,71,8.5,전기,해당없음,해당없음,해당없음
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),작업발판/가설계단,떨어짐,4,71,5.6,작업발판/가설계단,12대 기인물,4,6.9%
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),"각재(파이프,강관,합판)",떨어짐,3,71,4.2,"각재(파이프,강관,합판)",해당없음,해당없음,해당없음
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),"각재(파이프,강관,합판)",맞음,3,71,4.2,"각재(파이프,강관,합판)",해당없음,해당없음,해당없음
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),개구부(기타개구부),떨어짐,3,71,4.2,개구부,12대 기인물,1,9.0%
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),이동식크레인,맞음(낙하물체),3,71,4.2,건설기계,12대 기인물,12,2.3%
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),거푸집,끼임,1,71,1.4,거푸집,12대 기인물,11,3.0%
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),이동식크레인,끼임,1,71,1.4,건설기계,12대 기인물,12,2.3%
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),지게차,끼임,1,71,1.4,건설기계,해당없음,해당없음,해당없음
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),비계,절단 베임 찔림,1,71,1.4,비계,12대 기인물,4,6.9%
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),슬라브단부,떨어짐,1,71,1.4,슬라브단부,해당없음,해당없음,해당없음
12. 공통공사,12.2 안전가시설 작업,12.2.3 안전가시설(비계),작업발판/가설계단,부딪힘 접촉,1,71,1.4,작업발판/가설계단,12대 기인물,4,6.9%
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,말비계,떨어짐,9,68,13.2,말비계,12대 기인물,4,6.9%
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,비계,떨어짐,7,68,10.3,비계,12대 기인물,4,6.9%
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,작업발판/가설계단,떨어짐,7,68,10.3,작업발판/가설계단,12대 기인물,4,6.9%
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,이동식비계,떨어짐,6,68,8.8,이동식비계,12대 기인물,4,6.9%
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,슬라브단부,떨어짐,5,68,7.4,슬라브단부,해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,고소작업대,끼임,4,68,5.9,고소작업대,12대 기인물,6,4.9%
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,개구부(바닥개구부),떨어짐,3,68,4.4,개구부,12대 기인물,1,9.0%
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,사다리,떨어짐,3,68,4.4,사다리,12대 기인물,4,6.9%
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,계단,떨어짐,2,68,2.9,계단,해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,기타구조물,떨어짐,2,68,2.9,기타구조물,해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,벽체,떨어짐,2,68,2.9,벽체,해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,"각재(파이프,강관,합판)",맞음(낙하물체),1,68,1.5,"각재(파이프,강관,합판)",해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,개구부(기타개구부),떨어짐,1,68,1.5,개구부,12대 기인물,1,9.0%
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,거푸집,떨어짐,1,68,1.5,거푸집,12대 기인물,11,3.0%
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,기타건설장비,떨어짐,1,68,1.5,건설기계,해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,"철근콘크리트자재(철근,콘크리트,PC)",떨어짐,1,68,1.5,건설자재,해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,"철근콘크리트자재(철근,콘크리트,PC)",맞음,1,68,1.5,건설자재,해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,계단,넘어짐,1,68,1.5,계단,해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,고소작업대,깔림 뒤집힘,1,68,1.5,고소작업대,12대 기인물,6,4.9%
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,기타건설기계기구,맞음,1,68,1.5,기타건설기계기구,해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,"기타자재(내부마감재,시멘트,마대)",떨어짐,1,68,1.5,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,리프트,끼임,1,68,1.5,리프트,해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,리프트,떨어짐,1,68,1.5,리프트,해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,"지붕(처마,홈통)",끼임,1,68,1.5,마감재,12대 기인물,3,7.1%
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,물,익사,1,68,1.5,물,해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,달비계,떨어짐,1,68,1.5,비계,12대 기인물,8,3.7%
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,암석,부딪힘 접촉,1,68,1.5,암석,해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,엘리베이터피트,떨어짐,1,68,1.5,엘리베이터피트,해당없음,해당없음,해당없음
4. 마감공사,"4.1 조적, 미장 및 견출작업",4.1.3 미장 및 견출 시공,충전부,감전,1,68,1.5,전기,해당없음,해당없음,해당없음
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공","지붕(처마,홈통)",떨어짐,14,58,24.1,마감재,12대 기인물,3,7.1%
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",슬라브단부,떨어짐,10,58,17.2,슬라브단부,해당없음,해당없음,해당없음
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",사다리,떨어짐,5,58,8.6,사다리,12대 기인물,4,6.9%
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",화학물질,유해위험물질 노출 접촉,4,58,6.9,화학물질,해당없음,해당없음,해당없음
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",개구부(바닥개구부),떨어짐,3,58,5.2,개구부,12대 기인물,1,9.0%
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",달비계,떨어짐,2,58,3.4,비계,12대 기인물,8,3.7%
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",비계,떨어짐,2,58,3.4,비계,12대 기인물,4,6.9%
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",충전부,감전,2,58,3.4,전기,해당없음,해당없음,해당없음
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",화학물질,화재,2,58,3.4,화학물질,해당없음,해당없음,해당없음
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공","각재(파이프,강관,합판)",맞음,1,58,1.7,"각재(파이프,강관,합판)",해당없음,해당없음,해당없음
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",개구부(기타개구부),떨어짐,1,58,1.7,개구부,12대 기인물,1,9.0%
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",이동식크레인,떨어짐,1,58,1.7,건설기계,12대 기인물,12,2.3%
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",계단,부딪힘 접촉,1,58,1.7,계단,해당없음,해당없음,해당없음
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",고소작업대,끼임,1,58,1.7,고소작업대,12대 기인물,6,4.9%
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",고소작업대,떨어짐,1,58,1.7,고소작업대,12대 기인물,6,4.9%
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",기타구조물,맞음,1,58,1.7,기타구조물,해당없음,해당없음,해당없음
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공","기타자재(내부마감재,시멘트,마대)",떨어짐,1,58,1.7,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",리프트,떨어짐,1,58,1.7,리프트,해당없음,해당없음,해당없음
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",외부마감재,부딪힘 접촉,1,58,1.7,마감재,해당없음,해당없음,해당없음
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공","지붕(채광판,선라이트)",떨어짐,1,58,1.7,마감재,12대 기인물,3,7.1%
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",방망,떨어짐,1,58,1.7,방망,해당없음,해당없음,해당없음
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",분류불능,원인미상,1,58,1.7,분류불능,해당없음,해당없음,해당없음
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",이동식비계,떨어짐,1,58,1.7,이동식비계,12대 기인물,4,6.9%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",사다리,떨어짐,9,52,17.3,사다리,12대 기인물,4,6.9%
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,사다리,떨어짐,8,52,15.4,사다리,12대 기인물,4,6.9%
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,철골(철골구조물),떨어짐,6,52,11.5,건설자재,12대 기인물,2,8.5%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",이동식비계,떨어짐,6,52,11.5,이동식비계,12대 기인물,4,6.9%
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,고소작업대,떨어짐,5,52,9.6,고소작업대,12대 기인물,6,4.9%
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,이동식비계,떨어짐,5,52,9.6,이동식비계,12대 기인물,4,6.9%
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,슬라브단부,떨어짐,4,52,7.7,슬라브단부,해당없음,해당없음,해당없음
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,개구부(바닥개구부),떨어짐,3,52,5.8,개구부,12대 기인물,1,9.0%
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,"지붕(처마,홈통)",떨어짐,3,52,5.8,마감재,12대 기인물,3,7.1%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",개구부(기타개구부),떨어짐,3,52,5.8,개구부,12대 기인물,1,9.0%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",고소작업대,떨어짐,3,52,5.8,고소작업대,12대 기인물,6,4.9%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",비계,떨어짐,3,52,5.8,비계,12대 기인물,4,6.9%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",슬라브단부,떨어짐,3,52,5.8,슬라브단부,해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",작업발판/가설계단,떨어짐,3,52,5.8,작업발판/가설계단,12대 기인물,4,6.9%
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,개구부(기타개구부),떨어짐,2,52,3.8,개구부,12대 기인물,1,9.0%
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,기계설비,끼임,2,52,3.8,기계설비,해당없음,해당없음,해당없음
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,기계설비,맞음,2,52,3.8,기계설비,해당없음,해당없음,해당없음
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,"기타자재(내부마감재,시멘트,마대)",떨어짐,2,52,3.8,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,엘리베이터피트,떨어짐,2,52,3.8,엘리베이터피트,해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",개구부(바닥개구부),떨어짐,2,52,3.8,개구부,12대 기인물,1,9.0%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)","기타자재(내부마감재,시멘트,마대)",떨어짐,2,52,3.8,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",말비계,떨어짐,2,52,3.8,말비계,12대 기인물,4,6.9%
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,"각재(파이프,강관,합판)",넘어짐,1,52,1.9,"각재(파이프,강관,합판)",해당없음,해당없음,해당없음
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,"각재(파이프,강관,합판)",떨어짐,1,52,1.9,"각재(파이프,강관,합판)",해당없음,해당없음,해당없음
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,교통수단,부딪힘 접촉,1,52,1.9,건설기계,해당없음,해당없음,해당없음
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,계단,떨어짐,1,52,1.9,계단,해당없음,해당없음,해당없음
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,기타구조물,떨어짐,1,52,1.9,기타구조물,해당없음,해당없음,해당없음
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,리프트,맞음,1,52,1.9,리프트,해당없음,해당없음,해당없음
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,말비계,떨어짐,1,52,1.9,말비계,12대 기인물,4,6.9%
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,작업발판/가설계단,떨어짐,1,52,1.9,작업발판/가설계단,12대 기인물,4,6.9%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",이동식크레인,맞음,1,52,1.9,건설기계,12대 기인물,12,2.3%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",트럭,떨어짐,1,52,1.9,건설기계,12대 기인물,9,3.4%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",철골(철골구조물),떨어짐,1,52,1.9,건설자재,12대 기인물,2,8.5%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",기타가설구조물,떨어짐,1,52,1.9,기타가설구조물,해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)","기타자재(내부마감재,시멘트,마대)",맞음,1,52,1.9,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",리프트,떨어짐,1,52,1.9,리프트,해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)","지붕(처마,홈통)",떨어짐,1,52,1.9,마감재,12대 기인물,3,7.1%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",벽체,떨어짐,1,52,1.9,벽체,해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",분류불능,화재,1,52,1.9,분류불능,해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",달비계,떨어짐,1,52,1.9,비계,12대 기인물,8,3.7%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",절단기/톱,절단 베임 찔림,1,52,1.9,유해위험기계기구,해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",이동식비계,깔림 뒤집힘,1,52,1.9,이동식비계,12대 기인물,4,6.9%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",이동식비계,부딪힘 접촉,1,52,1.9,이동식비계,12대 기인물,4,6.9%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",작업발판/가설계단,부딪힘 접촉,1,52,1.9,작업발판/가설계단,12대 기인물,4,6.9%
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",충전부,감전,1,52,1.9,전기,해당없음,해당없음,해당없음
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",화학물질,화재,1,52,1.9,화학물질,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,충전부,감전,12,50,24.0,전기,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,사다리,떨어짐,10,50,20.0,사다리,12대 기인물,4,6.9%
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,이동식비계,떨어짐,4,50,8.0,이동식비계,12대 기인물,4,6.9%
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,전주,떨어짐,4,50,8.0,전기,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,기계설비,떨어짐,3,50,6.0,기계설비,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,고소작업대,떨어짐,2,50,4.0,고소작업대,12대 기인물,6,4.9%
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,개구부(바닥개구부),떨어짐,1,50,2.0,개구부,12대 기인물,1,9.0%
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,고소작업대,끼임,1,50,2.0,고소작업대,12대 기인물,6,4.9%
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,기계설비,감전,1,50,2.0,기계설비,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,기타구조물,떨어짐,1,50,2.0,기타구조물,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,"기타자재(내부마감재,시멘트,마대)",맞음,1,50,2.0,"기타자재(내부마감재,시멘트,마대)",해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,외부마감재,떨어짐,1,50,2.0,마감재,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,"지붕(처마,홈통)",떨어짐,1,50,2.0,마감재,12대 기인물,3,7.1%
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,천장(판넬 등 마감재),떨어짐,1,50,2.0,마감재,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,비계,떨어짐,1,50,2.0,비계,12대 기인물,4,6.9%
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,슬라브단부,떨어짐,1,50,2.0,슬라브단부,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,절단기/톱,맞음,1,50,2.0,유해위험기계기구,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,작업발판/가설계단,떨어짐,1,50,2.0,작업발판/가설계단,12대 기인물,4,6.9%
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,토사,떨어짐,1,50,2.0,토사,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,화학물질,감전,1,50,2.0,화학물질,해당없음,해당없음,해당없음
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,화학물질,원인미상,1,50,2.0,화학물질,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,콘크리트펌프카,맞음,12,49,24.5,건설기계,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,철골(철골구조물),무너짐,6,49,12.2,건설자재,12대 기인물,2,8.5%
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,개구부(기타개구부),떨어짐,3,49,6.1,개구부,12대 기인물,1,9.0%
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,거푸집,떨어짐,3,49,6.1,거푸집,12대 기인물,11,3.0%
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,콘크리트펌프카,깔림 뒤집힘,2,49,4.1,건설기계,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,"철근콘크리트자재(철근,콘크리트,PC)",절단 베임 찔림,2,49,4.1,건설자재,해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,"각재(파이프,강관,합판)",맞음,1,49,2.0,"각재(파이프,강관,합판)",해당없음,해당없음,해당없음
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,개구부(바닥개구부),떨어짐,1,49,2.0,개구부,12대 기인물,1,9.0%
