공종,작업명,기인물,재해형태,사고건수,작업명전체건수,비중(%)
4. 마감공사,4.8 판넬 등 외부마감 작업,"지붕(채광판,선라이트)",떨어짐,71,255,27.8
4. 마감공사,4.8 판넬 등 외부마감 작업,"지붕(처마,홈통)",떨어짐,62,255,24.3
4. 마감공사,4.8 판넬 등 외부마감 작업,고소작업대,떨어짐,14,255,5.5
4. 마감공사,4.8 판넬 등 외부마감 작업,사다리,떨어짐,12,255,4.7
4. 마감공사,4.8 판넬 등 외부마감 작업,외부마감재,떨어짐,9,255,3.5
4. 마감공사,4.8 판넬 등 외부마감 작업,천장(판넬 등 마감재),떨어짐,9,255,3.5
4. 마감공사,4.8 판넬 등 외부마감 작업,철골(철골구조물),떨어짐,9,255,3.5
4. 마감공사,4.8 판넬 등 외부마감 작업,개구부(바닥개구부),떨어짐,8,255,3.1
4. 마감공사,4.8 판넬 등 외부마감 작업,슬라브단부,떨어짐,8,255,3.1
4. 마감공사,4.8 판넬 등 외부마감 작업,이동식비계,떨어짐,7,255,2.7
4. 마감공사,4.8 판넬 등 외부마감 작업,이동식크레인,떨어짐,5,255,2.0
4. 마감공사,4.8 판넬 등 외부마감 작업,비계,떨어짐,4,255,1.6
4. 마감공사,4.8 판넬 등 외부마감 작업,작업발판/가설계단,떨어짐,4,255,1.6
4. 마감공사,4.8 판넬 등 외부마감 작업,개구부(기타개구부),떨어짐,3,255,1.2
4. 마감공사,4.8 판넬 등 외부마감 작업,기타구조물,떨어짐,3,255,1.2
4. 마감공사,4.8 판넬 등 외부마감 작업,"각재(파이프,강관,합판)",떨어짐,2,255,0.8
4. 마감공사,4.8 판넬 등 외부마감 작업,고소작업대,끼임,2,255,0.8
4. 마감공사,4.8 판넬 등 외부마감 작업,"기타자재(내부마감재,시멘트,마대)",떨어짐,2,255,0.8
4. 마감공사,4.8 판넬 등 외부마감 작업,달비계,떨어짐,2,255,0.8
4. 마감공사,4.8 판넬 등 외부마감 작업,벽체,떨어짐,2,255,0.8
4. 마감공사,4.8 판넬 등 외부마감 작업,엘리베이터피트,떨어짐,2,255,0.8
4. 마감공사,4.8 판넬 등 외부마감 작업,철골(철골자재),떨어짐,2,255,0.8
4. 마감공사,4.8 판넬 등 외부마감 작업,충전부,떨어짐,2,255,0.8
4. 마감공사,4.8 판넬 등 외부마감 작업,굴착기,떨어짐,1,255,0.4
4. 마감공사,4.8 판넬 등 외부마감 작업,기계설비,끼임,1,255,0.4
4. 마감공사,4.8 판넬 등 외부마감 작업,분류불능,감전,1,255,0.4
4. 마감공사,4.8 판넬 등 외부마감 작업,외부마감재,깔림 뒤집힘,1,255,0.4
4. 마감공사,4.8 판넬 등 외부마감 작업,외부마감재,맞음,1,255,0.4
4. 마감공사,4.8 판넬 등 외부마감 작업,외부마감재,부딪힘 접촉,1,255,0.4
4. 마감공사,4.8 판넬 등 외부마감 작업,외부마감재,화재,1,255,0.4
4. 마감공사,4.8 판넬 등 외부마감 작업,"지붕(처마,홈통)",원인미상,1,255,0.4
4. 마감공사,4.8 판넬 등 외부마감 작업,"철근콘크리트자재(철근,콘크리트,PC)",떨어짐,1,255,0.4
4. 마감공사,4.8 판넬 등 외부마감 작업,충전부,감전,1,255,0.4
4. 마감공사,4.8 판넬 등 외부마감 작업,트럭,떨어짐,1,255,0.4
"5. 전기, 기계설비공사",5.2 기계설비 작업,사다리,떨어짐,20,208,9.6
"5. 전기, 기계설비공사",5.2 기계설비 작업,기계설비,떨어짐,19,208,9.1
"5. 전기, 기계설비공사",5.2 기계설비 작업,이동식비계,떨어짐,15,208,7.2
"5. 전기, 기계설비공사",5.2 기계설비 작업,"지붕(채광판,선라이트)",떨어짐,11,208,5.3
"5. 전기, 기계설비공사",5.2 기계설비 작업,개구부(바닥개구부),떨어짐,9,208,4.3
"5. 전기, 기계설비공사",5.2 기계설비 작업,기계설비,끼임,9,208,4.3
"5. 전기, 기계설비공사",5.2 기계설비 작업,작업발판/가설계단,떨어짐,9,208,4.3
"5. 전기, 기계설비공사",5.2 기계설비 작업,고소작업대,떨어짐,8,208,3.8
"5. 전기, 기계설비공사",5.2 기계설비 작업,고소작업대,끼임,6,208,2.9
"5. 전기, 기계설비공사",5.2 기계설비 작업,개구부(기타개구부),떨어짐,5,208,2.4
"5. 전기, 기계설비공사",5.2 기계설비 작업,기타구조물,떨어짐,5,208,2.4
"5. 전기, 기계설비공사",5.2 기계설비 작업,"지붕(처마,홈통)",떨어짐,5,208,2.4
"5. 전기, 기계설비공사",5.2 기계설비 작업,기계설비,깔림 뒤집힘,4,208,1.9
"5. 전기, 기계설비공사",5.2 기계설비 작업,"기타자재(내부마감재,시멘트,마대)",떨어짐,4,208,1.9
"5. 전기, 기계설비공사",5.2 기계설비 작업,배관,떨어짐,4,208,1.9
"5. 전기, 기계설비공사",5.2 기계설비 작업,천장(판넬 등 마감재),떨어짐,4,208,1.9
"5. 전기, 기계설비공사",5.2 기계설비 작업,리프트,떨어짐,3,208,1.4
"5. 전기, 기계설비공사",5.2 기계설비 작업,이동식크레인,떨어짐,3,208,1.4
"5. 전기, 기계설비공사",5.2 기계설비 작업,화학물질,유해위험물질 노출 접촉,3,208,1.4
"5. 전기, 기계설비공사",5.2 기계설비 작업,화학물질,폭발,3,208,1.4
"5. 전기, 기계설비공사",5.2 기계설비 작업,화학물질,화재,3,208,1.4
"5. 전기, 기계설비공사",5.2 기계설비 작업,"각재(파이프,강관,합판)",떨어짐,2,208,1.0
"5. 전기, 기계설비공사",5.2 기계설비 작업,계단,떨어짐,2,208,1.0
"5. 전기, 기계설비공사",5.2 기계설비 작업,기계설비,맞음,2,208,1.0
"5. 전기, 기계설비공사",5.2 기계설비 작업,기계설비,부딪힘 접촉,2,208,1.0
"5. 전기, 기계설비공사",5.2 기계설비 작업,기타구조물,깔림 뒤집힘,2,208,1.0
"5. 전기, 기계설비공사",5.2 기계설비 작업,"기타자재(내부마감재,시멘트,마대)",깔림 뒤집힘,2,208,1.0
"5. 전기, 기계설비공사",5.2 기계설비 작업,달비계,떨어짐,2,208,1.0
"5. 전기, 기계설비공사",5.2 기계설비 작업,배관,깔림 뒤집힘,2,208,1.0
"5. 전기, 기계설비공사",5.2 기계설비 작업,배관,맞음,2,208,1.0
"5. 전기, 기계설비공사",5.2 기계설비 작업,지게차,깔림 뒤집힘,2,208,1.0
"5. 전기, 기계설비공사",5.2 기계설비 작업,충전부,감전,2,208,1.0
"5. 전기, 기계설비공사",5.2 기계설비 작업,트럭,부딪힘 접촉,2,208,1.0
"5. 전기, 기계설비공사",5.2 기계설비 작업,화학물질,산소결핍 질식,2,208,1.0
"5. 전기, 기계설비공사",5.2 기계설비 작업,고소작업대,깔림 뒤집힘,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,고소작업대,맞음(낙하물체),1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,고정식크레인,부딪힘 접촉,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,굴착기,끼임,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,기계설비,맞음(낙하물체),1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,기계설비,무너짐,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,기계설비,산소결핍 질식,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,기타가설구조물,떨어짐,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,기타건설장비,떨어짐,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,기타구조물,넘어짐,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,"기타자재(내부마감재,시멘트,마대)",끼임,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,"기타자재(내부마감재,시멘트,마대)",맞음,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,"기타자재(내부마감재,시멘트,마대)",부딪힘 접촉,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,리프트,끼임,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,말비계,떨어짐,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,물,떨어짐,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,물,이상온도 노출 접촉,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,바닥(바닥에 걸려 넘어짐),넘어짐,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,분류불능,유해위험물질 노출 접촉,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,사다리,깔림 뒤집힘,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,슬라브단부,떨어짐,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,암석,깔림 뒤집힘,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,엘리베이터피트,떨어짐,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,용접(단)기,폭발,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,원인미상,열사병,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,절단기/톱,떨어짐,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,철골(철골구조물),끼임,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,철골(철골구조물),무너짐,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,철골(철골자재),떨어짐,1,208,0.5
"5. 전기, 기계설비공사",5.2 기계설비 작업,화학물질,이상온도 노출 접촉,1,208,0.5
2. 철근콘크리트공사,2.1 거푸집 작업,거푸집,떨어짐,38,180,21.1
2. 철근콘크리트공사,2.1 거푸집 작업,비계,떨어짐,19,180,10.6
2. 철근콘크리트공사,2.1 거푸집 작업,작업발판/가설계단,떨어짐,15,180,8.3
2. 철근콘크리트공사,2.1 거푸집 작업,슬라브단부,떨어짐,13,180,7.2
2. 철근콘크리트공사,2.1 거푸집 작업,개구부(바닥개구부),떨어짐,12,180,6.7
2. 철근콘크리트공사,2.1 거푸집 작업,거푸집,깔림 뒤집힘,10,180,5.6
2. 철근콘크리트공사,2.1 거푸집 작업,거푸집,맞음,7,180,3.9
2. 철근콘크리트공사,2.1 거푸집 작업,동바리,떨어짐,7,180,3.9
2. 철근콘크리트공사,2.1 거푸집 작업,개구부(기타개구부),떨어짐,6,180,3.3
2. 철근콘크리트공사,2.1 거푸집 작업,거푸집,절단 베임 찔림,4,180,2.2
2. 철근콘크리트공사,2.1 거푸집 작업,계단,떨어짐,3,180,1.7
2. 철근콘크리트공사,2.1 거푸집 작업,"각재(파이프,강관,합판)",떨어짐,2,180,1.1
2. 철근콘크리트공사,2.1 거푸집 작업,고정식크레인,맞음,2,180,1.1
2. 철근콘크리트공사,2.1 거푸집 작업,"기타자재(내부마감재,시멘트,마대)",떨어짐,2,180,1.1
2. 철근콘크리트공사,2.1 거푸집 작업,벽체,깔림 뒤집힘,2,180,1.1
2. 철근콘크리트공사,2.1 거푸집 작업,분류불능,원인미상,2,180,1.1
2. 철근콘크리트공사,2.1 거푸집 작업,사다리,떨어짐,2,180,1.1
2. 철근콘크리트공사,2.1 거푸집 작업,엘리베이터피트,떨어짐,2,180,1.1
2. 철근콘크리트공사,2.1 거푸집 작업,이동식비계,떨어짐,2,180,1.1
2. 철근콘크리트공사,2.1 거푸집 작업,"철근콘크리트자재(철근,콘크리트,PC)",깔림 뒤집힘,2,180,1.1
2. 철근콘크리트공사,2.1 거푸집 작업,"각재(파이프,강관,합판)",맞음,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,"각재(파이프,강관,합판)",맞음(낙하물체),1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,거푸집,끼임,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,계단,깔림 뒤집힘,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,고정식크레인,떨어짐,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,기타건설장비,깔림 뒤집힘,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,기타건설장비,부딪힘 접촉,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,동바리,맞음,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,리프트,끼임,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,바닥(바닥에 걸려 넘어짐),깔림 뒤집힘,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,바닥(바닥에 걸려 넘어짐),넘어짐,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,방망,떨어짐,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,분류불능,맞음,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,분류불능,열사병,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,비계(일체형비계),떨어짐,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,이동식크레인,떨어짐,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,이동식크레인,맞음,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,지게차,깔림 뒤집힘,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,"지붕(처마,홈통)",떨어짐,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,철골(철골구조물),떨어짐,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,철골(철골자재),맞음,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,"철근콘크리트자재(철근,콘크리트,PC)",떨어짐,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,"철근콘크리트자재(철근,콘크리트,PC)",절단 베임 찔림,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,충전부,감전,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,토사,깔림 뒤집힘,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,트럭,깔림 뒤집힘,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,화학물질,화재,1,180,0.6
2. 철근콘크리트공사,2.1 거푸집 작업,흙막이가시설,떨어짐,1,180,0.6
3. 철골공사,3.1 철골 작업,철골(철골구조물),떨어짐,73,167,43.7
3. 철골공사,3.1 철골 작업,철골(철골자재),떨어짐,15,167,9.0
3. 철골공사,3.1 철골 작업,고소작업대,떨어짐,14,167,8.4
3. 철골공사,3.1 철골 작업,개구부(바닥개구부),떨어짐,8,167,4.8
3. 철골공사,3.1 철골 작업,철골(철골자재),맞음(낙하물체),6,167,3.6
3. 철골공사,3.1 철골 작업,개구부(기타개구부),떨어짐,4,167,2.4
3. 철골공사,3.1 철골 작업,사다리,떨어짐,4,167,2.4
3. 철골공사,3.1 철골 작업,"지붕(처마,홈통)",떨어짐,4,167,2.4
3. 철골공사,3.1 철골 작업,"각재(파이프,강관,합판)",떨어짐,3,167,1.8
3. 철골공사,3.1 철골 작업,계단,떨어짐,3,167,1.8
3. 철골공사,3.1 철골 작업,슬라브단부,떨어짐,3,167,1.8
3. 철골공사,3.1 철골 작업,이동식비계,떨어짐,3,167,1.8
3. 철골공사,3.1 철골 작업,철골(철골자재),깔림 뒤집힘,3,167,1.8
3. 철골공사,3.1 철골 작업,"각재(파이프,강관,합판)",맞음(낙하물체),1,167,0.6
3. 철골공사,3.1 철골 작업,고소작업대,끼임,1,167,0.6
3. 철골공사,3.1 철골 작업,고소작업대,절단 베임 찔림,1,167,0.6
3. 철골공사,3.1 철골 작업,기타건설장비,맞음,1,167,0.6
3. 철골공사,3.1 철골 작업,"기타자재(내부마감재,시멘트,마대)",떨어짐,1,167,0.6
3. 철골공사,3.1 철골 작업,동바리,맞음(낙하물체),1,167,0.6
3. 철골공사,3.1 철골 작업,바닥(바닥에 걸려 넘어짐),깔림 뒤집힘,1,167,0.6
3. 철골공사,3.1 철골 작업,벽체,떨어짐,1,167,0.6
3. 철골공사,3.1 철골 작업,비계(일체형비계),떨어짐,1,167,0.6
3. 철골공사,3.1 철골 작업,외부마감재,화재,1,167,0.6
3. 철골공사,3.1 철골 작업,이동식크레인,떨어짐,1,167,0.6
3. 철골공사,3.1 철골 작업,이동식크레인,맞음,1,167,0.6
3. 철골공사,3.1 철골 작업,이동식크레인,맞음(낙하물체),1,167,0.6
3. 철골공사,3.1 철골 작업,작업발판/가설계단,떨어짐,1,167,0.6
3. 철골공사,3.1 철골 작업,전주,떨어짐,1,167,0.6
3. 철골공사,3.1 철골 작업,천장(판넬 등 마감재),떨어짐,1,167,0.6
3. 철골공사,3.1 철골 작업,철골(철골구조물),깔림 뒤집힘,1,167,0.6
3. 철골공사,3.1 철골 작업,철골(철골구조물),끼임,1,167,0.6
3. 철골공사,3.1 철골 작업,철골(철골구조물),넘어짐,1,167,0.6
3. 철골공사,3.1 철골 작업,철골(철골구조물),맞음(낙하물체),1,167,0.6
3. 철골공사,3.1 철골 작업,철골(철골구조물),부딪힘 접촉,1,167,0.6
3. 철골공사,3.1 철골 작업,철골(철골자재),끼임,1,167,0.6
3. 철골공사,3.1 철골 작업,철골(철골자재),맞음,1,167,0.6
3. 철골공사,3.1 철골 작업,트럭,맞음(낙하물체),1,167,0.6
"5. 전기, 기계설비공사",5.1 전기 설비 작업,충전부,감전,30,150,20.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,전주,떨어짐,19,150,12.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,사다리,떨어짐,17,150,11.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,기계설비,떨어짐,6,150,4.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,개구부(바닥개구부),떨어짐,5,150,3.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,이동식비계,떨어짐,5,150,3.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"지붕(처마,홈통)",떨어짐,5,150,3.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,고소작업대,끼임,4,150,2.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,고소작업대,떨어짐,3,150,2.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,기타구조물,떨어짐,3,150,2.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,전주,감전,3,150,2.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,천장(판넬 등 마감재),떨어짐,3,150,2.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"기타자재(내부마감재,시멘트,마대)",떨어짐,2,150,1.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,비계,떨어짐,2,150,1.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,이동식크레인,맞음,2,150,1.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,작업발판/가설계단,떨어짐,2,150,1.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,충전부,떨어짐,2,150,1.3
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"각재(파이프,강관,합판)",맞음(낙하물체),1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,개구부(기타개구부),떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,거푸집,맞음,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,계단,떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,고소작업대,부딪힘 접촉,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,교통수단,부딪힘 접촉,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,굴착기,깔림 뒤집힘,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,굴착기,끼임,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,굴착기,떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,굴착기,맞음(낙하물체),1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,기계설비,감전,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,기계설비,깔림 뒤집힘,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"기타자재(내부마감재,시멘트,마대)",감전,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"기타자재(내부마감재,시멘트,마대)",맞음,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"기타자재(내부마감재,시멘트,마대)",화재,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,리프트,떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,말비계,떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,바닥(바닥에 걸려 넘어짐),절단 베임 찔림,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,분류불능,원인미상,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,사다리,감전,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,슬라브단부,떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,엘리베이터피트,떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,외부마감재,떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,이동식크레인,부딪힘 접촉,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,전주,깔림 뒤집힘,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,전주,맞음,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,전주,맞음(낙하물체),1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,절단기/톱,맞음,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,"지붕(채광판,선라이트)",떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,철골(철골구조물),떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,철골(철골자재),맞음,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,토사,떨어짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,토사,무너짐,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,트럭,부딪힘 접촉,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,화학물질,감전,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,화학물질,산소결핍 질식,1,150,0.7
"5. 전기, 기계설비공사",5.1 전기 설비 작업,화학물질,원인미상,1,150,0.7
12. 공통공사,12.2 안전가시설 작업,비계,떨어짐,48,127,37.8
12. 공통공사,12.2 안전가시설 작업,방망,떨어짐,15,127,11.8
12. 공통공사,12.2 안전가시설 작업,작업발판/가설계단,떨어짐,14,127,11.0
12. 공통공사,12.2 안전가시설 작업,개구부(기타개구부),떨어짐,6,127,4.7
12. 공통공사,12.2 안전가시설 작업,충전부,떨어짐,6,127,4.7
12. 공통공사,12.2 안전가시설 작업,개구부(바닥개구부),떨어짐,5,127,3.9
12. 공통공사,12.2 안전가시설 작업,"각재(파이프,강관,합판)",떨어짐,3,127,2.4
12. 공통공사,12.2 안전가시설 작업,"각재(파이프,강관,합판)",맞음,3,127,2.4
12. 공통공사,12.2 안전가시설 작업,이동식크레인,맞음(낙하물체),3,127,2.4
12. 공통공사,12.2 안전가시설 작업,달비계,떨어짐,2,127,1.6
12. 공통공사,12.2 안전가시설 작업,사다리,떨어짐,2,127,1.6
12. 공통공사,12.2 안전가시설 작업,슬라브단부,떨어짐,2,127,1.6
12. 공통공사,12.2 안전가시설 작업,거푸집,끼임,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,기타가설구조물,떨어짐,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,기타구조물,깔림 뒤집힘,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,로울러,깔림 뒤집힘,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,비계,무너짐,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,비계,절단 베임 찔림,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,사다리,맞음,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,슬라브단부,절단 베임 찔림,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,엘리베이터피트,떨어짐,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,이동식비계,떨어짐,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,이동식크레인,끼임,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,작업발판/가설계단,맞음,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,작업발판/가설계단,부딪힘 접촉,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,지게차,끼임,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,철골(철골자재),맞음,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,철골(철골자재),맞음(낙하물체),1,127,0.8
12. 공통공사,12.2 안전가시설 작업,충전부,감전,1,127,0.8
12. 공통공사,12.2 안전가시설 작업,흙막이가시설,떨어짐,1,127,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",개구부(기타개구부),떨어짐,7,126,5.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)",슬라브단부,떨어짐,7,126,5.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)",교통수단,부딪힘 접촉,6,126,4.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",분류불능,폭염,6,126,4.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",사다리,떨어짐,6,126,4.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",개구부(바닥개구부),떨어짐,5,126,4.0
12. 공통공사,"12.7 기타(작업환경, 청소 등)",분류불능,떨어짐,5,126,4.0
12. 공통공사,"12.7 기타(작업환경, 청소 등)",트럭,부딪힘 접촉,5,126,4.0
12. 공통공사,"12.7 기타(작업환경, 청소 등)",기계설비,끼임,4,126,3.2
12. 공통공사,"12.7 기타(작업환경, 청소 등)",분류불능,원인미상,4,126,3.2
12. 공통공사,"12.7 기타(작업환경, 청소 등)",충전부,감전,4,126,3.2
12. 공통공사,"12.7 기타(작업환경, 청소 등)",화학물질,유해위험물질 노출 접촉,4,126,3.2
12. 공통공사,"12.7 기타(작업환경, 청소 등)",기계설비,떨어짐,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)",기타구조물,떨어짐,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)","기타자재(내부마감재,시멘트,마대)",떨어짐,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)",비계,떨어짐,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)",트럭,떨어짐,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)",화학물질,떨어짐,3,126,2.4
12. 공통공사,"12.7 기타(작업환경, 청소 등)","기타자재(내부마감재,시멘트,마대)",맞음,2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)",물,익사,2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)","지붕(처마,홈통)",떨어짐,2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)",화학물질,폭발,2,126,1.6
12. 공통공사,"12.7 기타(작업환경, 청소 등)","각재(파이프,강관,합판)",떨어짐,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)","각재(파이프,강관,합판)",맞음,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",거푸집,깔림 뒤집힘,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",계단,떨어짐,1,126,0.8
12. 공통공사,"12.7 기타(작업환경, 청소 등)",계단,부딪힘 접촉,1,126,0.8
